"R1_Read_Count"	"R2_Read_Count"	"R4_Read_Count"
"CLNS1A"	6986	4415	5930
"CLPS"	0	0	0
"CLPTM1"	767	866	463
"CLTA"	3317	2327	4872
"CLTB"	2264	1210	996
"CLTC"	46195	63459	29059
"CMA1"	0	0	0
"CCR1"	185	750	857
"CCR3"	0	285	17
"CCR4"	185	159	74
"CCR5"	1114	140	215
"CCR6"	1254	105	1242
"CCR7"	189	115	385
"CCR8"	0	6	21
"ACKR2"	19	12	60
"CMKLR1"	47	227	283
"LTB4R"	2945	4296	2022
"ABCC2"	661	164	147
"CNGB1"	0	0	0
"CNGA1"	0	0	2
"CNGA2"	0	0	3
"CNGA3"	0	0	3
"CNGA4"	0	19	0
"PLK3"	1000	764	483
"CNN1"	0	0	0
"CNN2"	430	5406	2656
"CNN3"	319	3991	1306
"CNP"	329	1850	4812
"NTF3"	0	2	2
"NTF4"	0	0	0
"NTF6A"	0	0	0
"NTF6B"	0	0	0
"NTF6G"	0	0	0
"NTHL1"	611	522	856
"NTRK1"	0	13	4778
"NTRK2"	97	48	166
"NTRK3"	0	0	11
"NTN3"	0	6	15
"ROR1"	0	10	779
"ROR2"	691	12	19
"DDR2"	26	208	411
"NTS"	0	0	0
"NTSR1"	0	566	20
"NUCB1"	2767	2861	1219
"NUCB2"	5499	7563	11452
"NUMA1"	39902	24275	31857
"NUP88"	6694	4839	4962
"NUP98"	13517	10876	13397
"NR4A2"	703	261	146
"NVL"	3371	3254	3142
"GPR143"	0	0	0
"OAS1"	3856	1397	6730
"OAS2"	5213	2510	10046
"OAS3"	2228	2990	5802
"OAT"	4488	1848	5584
"TBC1D25"	544	438	345
"OAZ1"	29402	23413	40167
"OAZ2"	1528	1186	1800
"OCA2"	0	72	112
"OCM2"	0	0	0
"OCRL"	1253	1405	815
"ODC1"	9534	4033	7924
"ODCP"	0	0	0
"ODF1"	0	0	0
"ODF2"	6866	4009	5175
"OMD"	0	0	9
"OGDH"	1720	3174	2301
"OGG1"	1052	973	392
"OGN"	0	5	0
"OLR1"	0	4330	247
"OMG"	23	27	26
"OMP"	15	1	0
"OPA1"	12226	7339	8219
"OPCML"	0	0	0
"TNFRSF11B"	0	8	7
"OPHN1"	165	443	9
"OPRD1"	0	0	16
"OPRK1"	24	2	80
"OPRL1"	583	324	359
"OPRM1"	10	1	0
"SIX6"	0	0	2
"OR1D2"	0	0	0
"OR1F1"	0	0	0
"OR2C1"	39	12	10
"OR3A1"	0	0	0
"OR3A2"	0	0	0
"ORC1"	1087	1569	3019
"ORC2"	3109	2623	2790
"ORC4"	4841	2929	6117
"ORC5"	1632	1322	1754
"SLC22A18"	192	95	129
"SLC22A18AS"	0	3	1
"ORM1"	0	1699	207
"ORM2"	0	442	37
"OSBP"	4536	4535	4423
"OSM"	167	561	217
"OTC"	0	0	0
"CLDN11"	19	1	19
"OTX1"	0	2	0
"OTX2"	0	0	0
"OVGP1"	183	21	36
"OVOL1"	0	4	48
"OXA1L"	4038	2066	2070
"OXCT1"	921	6677	2073
"OXT"	0	5	5
"OXTR"	166	38	75
"P2RX1"	15632	6118	3399
"P2RX3"	11	4	12
"P2RX4"	472	542	1598
"P2RX5"	52247	714	3928
"P2RX7"	166	324	356
"P2RY1"	1095	227	120
"P2RY2"	27	674	43
"P2RY4"	0	10	11
"P2RY6"	15	17	6
"P2RY11"	0	34	63
"P4HA1"	3418	4425	3240
"P4HB"	7416	14652	7458
"PA2G4"	5034	5624	4691
"PEBP1"	8259	5623	13228
"PABPC3"	22	10	12
"FURIN"	1148	1429	663
"PCSK6"	32	4611	110
"PAEP"	0	0	0
"PAFAH1B1"	6522	9507	7749
"PAFAH1B2"	6389	3744	5123
"PAFAH1B3"	967	572	490
"PAFAH2"	1389	612	4440
"PRDX1"	22294	45089	63101
"PAH"	0	0	0
"SERPINE1"	81	100	356
"SERPINB2"	0	302	31
"PAK1"	1592	10018	2999
"PAK2"	5936	8629	6636
"PAK3"	0	5	26
"PALM"	2232	1237	109
"PAM"	1254	1887	4327
"CNTN3"	0	0	0
"REG3A"	0	0	0
"PAPPA"	71	73	84
"PRKN"	0	15	10
"PARN"	5472	3642	5071
"PAWR"	0	3760	61
"PAX1"	0	0	0
"PAX2"	0	0	0
"PAX3"	0	0	7
"PAX4"	0	0	0
"PAX5"	11731	8196	5159
"PAX6"	0	0	0
"PAX7"	0	0	6
"PDCL"	2987	2403	3992
"PAX9"	0	0	9
"PBX1"	94	55	51
"PBX2P1"	457	127	100
"PBX2"	4481	2744	6314
"PBX3"	713	1837	335
"PC"	145	619	370
"PCBD1"	65	135	117
"PCBP1"	2403	3073	2603
"PCBP2"	15606	13714	12169
"PCCA"	471	760	4986
"PCCB"	3903	2264	2050
"PCDH1"	12	10	54
"PCDHGC3"	883	74	281
"PCDH7"	0	0	6
"PCDH8"	0	76	0
"PCDH9"	132363	8675	8907
"SERPINA5"	0	0	0
"PCK1"	0	0	3
"PCK2"	1365	748	1175
"PCM1"	29900	23253	24386
"PCMT1"	3036	4709	4843
"PCNA"	12079	21084	38994
"PCNT"	6916	7978	4908
"PCOLCE"	11	36	68
"CHMP1A"	1977	1086	1999
"PCP4"	0	0	15
"PCSK1"	0	0	0
"PCSK5"	0	100	42
"PCSK2"	0	4	3
"CDK16"	1448	1582	1670
"CDK17"	6143	3194	3832
"CDK18"	89	90	42
"PCYT1A"	3139	3788	2127
"PDC"	0	0	0
"PDCD1"	131	35	171
"PDCD2"	5598	2988	4165
"PDE1A"	0	1767	120
"PDE1C"	22	8	13
"PDE2A"	15	91	31
"PDE3A"	0	1037	32
"PDE3B"	6685	2531	4238
"PDE4A"	190	352	51
"PDE4B"	12408	4218	7734
"PDE4C"	0	0	0
"PDE4D"	5097	3317	4901
"PDE6A"	2	0	13
"PDE6C"	0	2	0
"PDE6D"	1710	1040	1927
"PDE6G"	98	73	23
"PDE6H"	0	108	6
"PDE7A"	14901	7011	11010
"PDE8A"	912	3322	1385
"PDE9A"	527	119	119
"PDE1B"	187	337	164
"PDGFA"	172	1366	56
"PDGFB"	22	17	12
"PDGFRA"	1422	127	254
"PDGFRL"	0	10	6
"PDE6B"	385	491	1245
"PDGFRB"	225	413	129
"PDHA1"	3424	3488	3681
"PDHA2"	0	0	0
"PDHB"	3633	2509	4464
"PDK1"	5691	3273	5924
"PDK2"	457	468	432
"PDK3"	2758	5825	3157
"PDK4"	193	1306	185
"ENPP1"	43	5	0
"ENPP2"	126	887	688
"ENPP3"	24	110	14
"PDPK1"	2424	2747	1550
"SLC26A4"	0	9	11
"PDYN"	0	0	0
"PDZK1"	15	18	15
"PECAM1"	554	10180	11597
"SERPINF1"	321	230	382
"PEG3"	0	28	385
"PENK"	0	0	0
"PEPD"	1090	880	769
"PER1"	6478	1101	380
"GATB"	1128	930	2004
"PEX1"	9404	2981	4446
"PEX6"	3167	1429	1985
"PEX7"	386	285	288
"PEX10"	794	408	1107
"PEX12"	125	262	337
"PEX13"	2761	2275	3312
"PEX14"	407	375	224
"PF4"	209	279	493
"PF4V1"	14	28	12
"PFAS"	1498	2851	1679
"CFP"	1122	4018	535
"PFDN1"	794	835	861
"PFDN2"	755	470	1087
"PFDN4"	1231	618	1262
"PFDN5"	15281	9449	21589
"ATP8B1"	17	36	7193
"PFKFB1"	27	76	88
"PFKFB2"	27617	1969	12106
"PFKFB3"	1366	1919	1562
"PFKFB4"	206	1047	1657
"PFKL"	32636	14352	9220
"VIT"	0	85	0
"PFKM"	2972	1873	3832
"PFKP"	8690	2732	3641
"PFN1"	5367	11184	5335
"PFN2"	27	25	86
"CDK14"	42	6442	10625
"PGA5"	0	0	0
"PGAM1"	3034	4534	3924
"PGAM2"	2	2	1
"PGC"	0	0	0
"PGD"	3622	15777	8456
"PGF"	65	73	136
"PGGT1B"	3775	3164	2177
"PGK1"	16522	22682	26142
"PGK1P1"	20	29	39
"PGK2"	0	0	0
"PGK1P2"	0	0	8
"PGM1"	1171	1863	1540
"PGM3"	1939	1109	1841
"PGM5"	0	54	9
"PGR"	0	8	18
"ABCB1"	155	205	134
"ABCB4"	2847	1858	56
"PHB"	7995	3647	11485
"PHBP1"	0	0	0
"SLC25A3"	22563	8387	13449
"PHEX"	0	46	83
"PHF1"	1611	945	987
"PHF2"	2101	2670	2286
"PHKA1"	29	46	66
"PHKA2"	3220	3267	2904
"PHKB"	7686	8328	8775
"PHKG1"	145	75	98
"PHKG2"	1714	1491	2089
"PHKG1P3"	0	0	0
"PHYH"	4537	183	4344
"SERPINA1"	0	2884	389
"PI3"	0	146	0
"SERPINA4"	0	0	0
"SERPINB5"	0	0	0
"SERPINB6"	1480	2835	2727
"SERPINE2"	74	106	484
"SERPINB8"	429	880	680
"SERPINB9"	1128	2980	4599
"SERPINB10"	97	3495	402
"SERPINI1"	278	416	682
"SERPINB13"	0	0	0
"SERPINI2"	221	186	260
"PIGA"	1666	1150	1214
"PIGAP1"	13	256	75
"PIGC"	2203	1965	2811
"PIGCP1"	0	2	0
"PIGF"	870	858	1240
"PIGFP1"	0	8	2
"PIGH"	1172	353	707
"PIGR"	10	0	0
"PIK3C2A"	3948	5259	4383
"PIK3C2B"	8316	1294	2059
"PIK3C2G"	0	0	55
"PIK3C3"	5672	4976	28054
"PIK3CA"	9699	7554	7139
"PIK3CB"	1309	3105	1235
"PIM1"	3151	2831	10416
"PIK3CD"	5517	7666	10352
"PIK3CG"	7262	12578	22883
"PIK3R1"	35359	8215	16160
"PIK3R2"	350	391	351
"PI4KA"	5625	7645	5007
"PI4KB"	3914	2632	3762
"PIN1"	2165	1349	3164
"PIN1P1"	0	0	0
"PIN4"	692	575	1251
"PIP"	0	0	0
"PIP4K2A"	4331	3152	2630
"PITPNA"	1818	1817	2241
"PITX1"	10	0	3
"PITX2"	0	3	0
"PITX3"	0	0	0
"PKD1"	3778	3623	1720
"PKD2"	4742	4865	5836
"PKLR"	95	69	88
"PKHD1"	80	2	333
"PKM"	3949	16619	9075
"PKNOX1"	914	1634	1559
"PKP1"	0	0	88
"PKP2"	38	110	54
"PLA2G1B"	9	0	4
"PLA2G2A"	0	0	0
"PLA2G4A"	10	585	140
"PLA2G5"	0	2	4
"PLAG1"	290	217	1975
"PLAGL1"	22	1787	89
"PLAGL2"	958	1384	860
"PLAT"	76	15	38
"PLAU"	186	337	208
"PLAUR"	198	2507	601
"PLCB2"	2740	3470	1518
"PLCB3"	1232	1750	795
"PLCB4"	0	11	9
"PLCD1"	341	556	757
"PLCL1"	31	27	69
"PLCG1"	4603	2076	5850
"PLCG2"	15948	13068	14176
"PLD1"	62	2304	514
"PLD2"	685	179	395
"PLEC"	24652	7622	3618
"PLG"	0	0	0
"PLEK"	3705	5266	4057
"PLGLB2"	328	498	136
"PLGLB1"	353	520	163
"SERPINF2"	57	27	16
"PLIN1"	0	13	39
"PLK1"	239	476	475
"FXYD1"	0	6	5
"FXYD3"	25	4	2
"PLN"	0	0	0
"PLOD1"	608	1037	1180
"PLOD2"	62	76	64
"PLP1"	0	0	0
"PLP2"	793	2857	476
"PLRG1"	5024	2967	5571
"PLS1"	139	387	123
"PLS3"	0	35	119
"PLSCR1"	2551	6567	6617
"PLTP"	267	47	222
"PLXNA1"	1534	613	342
"PLXNA2"	146	51	12
"PLXNB1"	2953	176	2337
"PLXNB3"	0	15	0
"PMAIP1"	63305	5557	7074
"PMCH"	0	3	33
"PNOC"	93	15	46
"PMCHL1"	0	0	0
"PMCHL2"	0	0	0
"PML"	747	1175	948
"PMM1"	501	339	462
"PMM2"	1182	1415	1079
"PMP2"	0	4	0
"PMP22"	100	59	30
"PMS1"	2960	4276	4281
"PMS2P1"	1188	649	1778
"PMS2P2"	42	80	250
"PMS2P4"	293	187	331
"PMS2P5"	146	175	278
"PMS2P3"	1616	684	900
"EXOSC9"	2907	2756	4558
"EXOSC10"	5825	3773	6241
"PMS2"	2094	1356	2234
"PRRX1"	0	7	45
"PNLIP"	0	0	0
"PNLIPRP1"	0	0	0
"PNLIPRP2"	0	0	0
"PNMT"	1252	152	9
"PNN"	5950	6060	5718
"UBL3"	10397	4316	3436
"SEPTIN5"	0	413	945
"SEPTIN4"	24	60	75
"PODXL"	154	94	369
"POLA1"	4296	9255	5188
"POLB"	1992	1141	5596
"POLD1"	5293	3713	4666
"POLD2"	980	1336	1601
"POLE"	11175	22657	13844
"POLE2"	739	1837	2240
"POLG"	7372	4303	5355
"POLH"	3612	8437	5569
"POLR2A"	6733	7248	7209
"POLR2B"	17966	9607	14217
"POLR2C"	3479	2673	5600
"POLR2D"	3428	4142	4048
"POLR2E"	1376	813	1187
"POLR2F"	1008	843	1805
"POLR2G"	3263	2008	6730
"POLR2H"	1755	1183	2343
"POLR2I"	782	851	892
"POLR2J"	1542	1221	2036
"POLR2K"	2640	1780	4079
"POLR2L"	478	769	1035
"POLRMT"	2301	971	1260
"POMC"	8	241	497
"PON1"	0	0	0
"PON2"	88	1709	172
"PON3"	0	0	8
"POR"	1548	780	1389
"POU1F1"	0	0	0
"POU2AF1"	1238	1571	2730
"POU2F1"	4581	7176	6418
"POU2F2"	703	497	79
"POU3F1"	0	0	7
"POU3F2"	0	2	2
"POU3F3"	0	0	22
"POU3F4"	0	0	0
"POU4F1"	401	11028	3593
"POU4F2"	0	0	0
"POU4F3"	0	0	0
"POU5F1"	0	5	0
"POU5F1B"	1	2	4
"POU6F1"	259	354	67
"PPA1"	4795	1801	2160
"PPARA"	3814	3502	2590
"PPARD"	833	568	405
"PPARG"	37	65	149
"MED1"	5486	5365	6375
"PPEF2"	0	3	0
"PPAT"	1800	2305	1808
"PPBP"	1043	1577	1471
"PPEF1"	0	93	14
"CTSA"	2666	1608	1274
"PPIA"	38849	43665	61388
"PPIB"	5610	5877	6514
"PPIC"	0	90	23
"PPID"	579	533	649
"PPIAP11"	36	46	109
"PPIAP13"	0	2	1
"PPIAP14"	0	1	0
"PPIAP15"	0	1	0
"PPIAP16"	0	9	0
"PPIAP7"	1	0	0
"PPIAP9"	0	0	0
"PPL"	0	23	6
"PPM1A"	7863	6608	5678
"PPM1B"	5015	5655	6989
"PPM1G"	5817	4022	5307
"PPOX"	910	764	2015
"PPP1CA"	8721	5379	4800
"PPP1CB"	13707	10958	10610
"PPP1CC"	16263	7358	12963
"PPP1R1A"	0	0	10
"PPP1R2"	8355	2801	3233
"PPP1R3A"	0	0	0
"PPP1R3C"	0	6	28
"PPP1R3D"	400	1160	558
"PPP1R7"	1801	1202	1884
"PPP1R8"	4344	2528	6344
"PPP1R8P1"	17	0	7
"PPP1R10"	10878	7853	6071
"PPP2CA"	16390	7668	11616
"PPP2CB"	1199	1077	1170
"PPP2CBP1"	0	2	0
"PPP2R1A"	6411	3542	2694
"PPP2R1B"	4074	2854	3157
"PPP2R2A"	3480	3777	2507
"PPP2R2B"	64	168	37
"PPP2R2C"	229	352	131
"PPP2R3A"	14	23	42
"PTPA"	1965	2054	2356
"PPP2R5A"	1024	411	446
"PPP2R5C"	1154	902	1185
"PPP2R5E"	1613	1267	1549
"SNRPB"	7873	3416	7094
"SNRPB2"	3786	3009	4971
"SNRPC"	850	864	1176
"SNRPD1"	2772	3005	3571
"SNRPD2"	8109	4009	6675
"SNRPD3"	8914	6300	11476
"SNRPE"	5136	2400	4191
"SNRPF"	1327	793	1358
"SNRPG"	2854	2586	4632
"SNRPN"	1185	257	2764
"SNTA1"	177	30	93
"SNTB1"	153	941	257
"SNX1"	6670	5596	6623
"SNX2"	21108	12790	18715
"SRIP1"	0	0	0
"SNTB2"	2043	2318	937
"SOAT1"	2310	2915	4046
"SOD1"	3730	2711	9333
"SOD2"	20585	30413	14702
"SOD3"	0	0	0
"CAPN15"	2591	1396	792
"SON"	50925	33797	34950
"SORD"	696	607	134
"SORL1"	47042	76299	28017
"SOS1"	3815	5074	3647
"SOS2"	5921	7457	4298
"SOX1"	0	0	22
"SOX2"	0	0	0
"SOX3"	0	0	0
"SOX4"	18207	6009	12516
"SOX5"	0	24	15
"SOX5P1"	0	0	0
"SOX9"	0	2	0
"SOX10"	0	5	0
"SOX11"	1	686	3451
"SOX15"	0	7	12
"SOX12"	271	287	232
"SP1"	9226	10982	6842
"SP2"	112	474	231
"SP3"	19771	17501	20483
"SP4"	6421	4165	5784
"SP100"	11070	6434	9518
"SPAG1"	0	244	237
"UAP1"	1382	1086	1285
"SPAG4"	155	76	64
"SPAM1"	0	0	0
"SPARC"	334	5339	522
"SPAST"	4188	3515	3056
"SPG7"	6450	5035	5554
"SPI1"	339	1582	607
"SPIB"	3495	56	234
"SPINK1"	0	0	0
"SPINK2"	721	159	98
"SPINT1"	732	195	1481
"SPN"	3572	10553	3455
"SPP2"	0	0	0
"SPOCK1"	0	0	2
"SPP1"	12291	48	1138
"SPR"	31	24	10
"SPRR1A"	0	0	0
"SPRR1B"	0	0	0
"SPRR2A"	0	0	0
"SPRR2B"	0	0	0
"SPRR2C"	0	0	0
"SPRR2D"	0	0	0
"SPRR2E"	0	0	0
"SPRR2F"	0	0	0
"SPRR2G"	0	0	0
"SPRR3"	0	0	0
"SPTA1"	23932	9868	23136
"SPTAN1"	25200	20699	18970
"SPTB"	2447	1822	2675
"SPTBN1"	85609	44863	76277
"SPTBN2"	70	400	98
"SQLE"	714	616	824
"SRC"	204	114	383
"SRD5A1"	464	314	743
"SRD5A2"	19	0	0
"SRI"	2900	1311	987
"AKR1D1"	0	0	0
"SRD5A1P1"	0	0	0
"SREBF1"	985	744	880
"SREBF2"	654	1127	1208
"SRF"	1150	808	1166
"SRM"	105	608	202
"SRMS"	0	4	0
"SRP9"	13768	14085	20017
"SRP14"	7621	5314	10637
"SRP19"	2271	1997	2868
"SRP54"	3280	3337	4719
"SRP68"	2364	1866	2102
"SRP72"	8422	5027	5575
"SRPK1"	3447	5633	2739
"SRPK2"	3069	2520	2394
"SRPRA"	2149	3423	2508
"SRY"	0	0	0
"TRIM21"	1256	1816	2023
"RO60"	11874	7996	7520
"SSB"	3680	3090	4847
"SSBP1"	4004	2015	3937
"ITPRID2"	9319	10476	2755
"SSR1"	5382	7710	8750
"SSR2"	9368	4230	8892
"SSR3"	8640	6202	9581
"SSR4"	5729	2129	3974
"SSRP1"	5788	5900	6771
"SST"	0	0	0
"SSTR1"	0	6	0
"SSTR2"	18	11	17
"SSTR3"	34	14	35
"SSTR4"	0	47	0
"SSTR5"	0	0	0
"SSX1"	0	0	0
"SSX2"	0	0	9
"SSX5"	0	0	0
"SSX4"	0	0	0
"SS18"	3913	3538	6116
"DENND2B"	46	794	135
"ST13"	6284	4332	6737
"ST14"	6	114	39
"STAC"	39	10	18
"STAR"	34	63	14
"STARP1"	0	0	0
"STAT1"	17872	11393	36401
"STAT2"	9568	7963	11047
"STAT3"	5908	8985	5392
"STAT4"	409	500	450
"STAT5A"	9866	4329	5773
"STAT5B"	5937	6188	5757
"STAT6"	7083	4173	4451
"STATH"	0	0	0
"STAU1"	2671	3272	2823
"STC1"	0	10	0
"HSPA13"	4164	3555	7022
"SULT1E1"	0	0	0
"ELOVL4"	23	6	20
"STIM1"	6189	3509	4077
"NEK4"	3915	3768	5140
"STK3"	2171	2006	2379
"STK4"	12231	10990	9672
"AURKA"	1496	1357	4340
"AURKAP1"	461	266	153
"CDKL5"	157	691	219
"STK10"	4534	5648	3423
"STK11"	4405	2521	4126
"AURKC"	0	18	30
"SULT1A2"	145	62	54
"STRN"	4882	5323	3041
"STSP1"	0	0	0
"STX1A"	0	20	9
"STX3"	2443	4922	2216
"STX4"	1189	962	923
"STX5"	1833	1384	1504
"STXBP1"	0	82	184
"STXBP2"	705	1337	736
"STXBP3"	4548	4027	4908
"STYX"	2478	3080	2681
"SULT1A1"	1519	1605	1265
"SULT1A3"	40	149	69
"SULT1C2"	0	12	37
"SULT2B1"	0	0	2
"SUOX"	831	1060	912
"SULT2A1"	0	0	0
"ETF1P1"	0	0	0
"ETF1P2"	6	3	0
"SUPT4H1"	3412	2564	4633
"SUPT5H"	3511	2827	1727
"SUPT6H"	5074	4841	3841
"SUPV3L1"	1772	1200	2075
"ABCC8"	0	0	0
"SURF1"	1075	652	1170
"SURF2"	318	212	509
"SURF4"	8677	4643	7004
"MED22"	1983	1305	1470
"SURF6"	1415	1065	1110
"SUV39H1"	895	716	997
"SVIL"	1083	3263	1242
"VAMP1"	1149	1195	1335
"VAMP2"	795	569	385
"VAMP7"	5281	3663	3196
"XCL2"	0	32	105
"SYCP1"	0	0	0
"SYK"	20698	13753	24815
"SYN1"	0	0	4
"SYN2"	0	0	0
"SYP"	42	15	29
"SYPL1"	4070	3349	4575
"SYT1"	0	1463	7
"SYT4"	3	0	0
"SYT5"	0	0	0
"TBXT"	0	0	0
"TAC1"	0	0	0
"TACR2"	0	2	7
"TAC3"	0	2	0
"TACC1"	22216	7071	6325
"ADAM17"	5744	3774	5852
"TACR1"	0	0	0
"TACR3"	0	0	0
"TADA2A"	1737	2146	3535
"TAF1"	6272	7450	6494
"TAF2"	4804	5222	5637
"TAF4"	387	1134	386
"TAF4B"	744	642	520
"TAGLN"	211	132	350
"TAF5"	1108	992	1122
"TAF6"	342	984	777
"TAF7"	11460	7675	13552
"TAF9"	4297	2033	3122
"TAF10"	3126	2773	3098
"TAF11"	4267	2159	4131
"TAF12"	1009	1344	1952
"TAF13"	774	450	541
"MAP3K7"	5385	4596	6454
"TAL1"	1620	981	2032
"TAL2"	0	4	0
"TALDO1"	4350	12186	7908
"TALDO1P1"	0	0	0
"TAP1"	19559	9383	26083
"TAP2"	7879	4331	7048
"TAPBP"	2562	3305	1829
"TARBP1"	14644	12522	6597
"TARBP2"	803	697	1190
"TARBP2P1"	0	16	0
"TARS1"	8542	4991	9566
"TAT"	0	0	5
"TBX1"	0	0	3
"CNTN2"	0	0	0
"TAZ"	4849	2143	2146
"TBCA"	2183	2624	2844
"TBCC"	4758	1280	3471
"TBCD"	3158	6950	5104
"TBCE"	1324	1334	1823
"SERPINA7"	0	0	0
"TBL1X"	482	683	967
"TBP"	517	796	864
"TBX2"	500	0	0
"TBX5"	0	0	0
"TBX6"	71	79	52
"TBX15"	0	4	4
"TBXA2R"	279	156	59
"TBXAS1"	359	2886	716
"TCEA1"	12413	6096	10181
"TCEA1P1"	0	0	0
"TCEA2"	917	211	539
"TCEA3"	0	1401	45
"ELOC"	1340	1520	1830
"SKP1P1"	90	98	111
"ELOB"	3329	2941	6334
"ELOA"	18914	2545	3290
"TCF4"	12308	10095	32457
"TBX3"	0	4	0
"HNF1A"	0	0	0
"HNF1B"	0	0	0
"TCF3"	7588	7440	7354
"TCF7"	21	561	523
"TCF7L2"	347	991	290
"ZEB1"	3158	7803	824
"GCFC2"	2765	2066	1966
"TCF12"	11878	7703	15009
"TCF15"	0	0	0
"ZNF354A"	1152	1324	1990
"TCF19"	1694	6717	3756
"TCF20"	3597	4090	4456
"TCF21"	0	0	0
"VPS72"	2066	1498	4261
"MLX"	1840	1946	2737
"TCN1"	54	9385	1262
"TCN2"	136	699	159
"TCOF1"	2157	1634	1803
"TCP1"	19985	10112	18715
"TCP1P2"	0	0	0
"TCP10L3"	0	0	0
"TCP11"	15	6	18
"TRAV6"	0	4	13
"TRBV29OR9-2"	0	0	0
"TRBV21OR9-2"	0	0	0
"TRBV25OR9-2"	0	0	0
"TRBV24OR9-2"	0	0	0
"TRBV20OR9-2"	0	0	0
"TRGC1"	2	8	4
"TRGC2"	87	420	290
"TRGJ1"	1	1	2
"TRGJ2"	0	7	2
"TRGJP"	0	1	1
"TRGJP1"	0	1	1
"TRGJP2"	1	1	1
"TRGV1"	11	8	5
"TRGV2"	26	7	33
"TECTB"	0	0	0
"TRGV3"	29	87	30
"TRGV4"	0	37	10
"TRGV5"	34	133	22
"TRGV5P"	0	4	8
"TRGV6"	0	0	3
"TRGV7"	21	10	57
"TRGV8"	0	32	69
"TRGV9"	38	17	577
"TRGV10"	0	16	43
"TRGV11"	0	0	0
"TRGVA"	0	0	0
"TRGVB"	0	0	0
"TCTA"	1706	971	1179
"DYNLT3"	1876	976	2682
"TCTE3"	715	249	427
"PPP1R11"	544	568	531
"DYNLT1"	2917	1406	1273
"TDG"	6117	2702	5354
"TDGF1"	0	0	0
"TDGF1P3"	0	0	0
"TDO2"	0	3	29
"PRDX2"	3783	1054	7474
"PRDX1P1"	1	0	27
"TEAD1"	27	19	92
"TEAD4"	0	307	13
"TEAD3"	83	6	0
"TEC"	3104	1280	1999
"TECTA"	0	0	0
"TEF"	387	235	604
"TMBIM6"	25991	20835	24851
"TEK"	86	44	83
"TEP1"	11414	7681	10153
"TERC"	3613	1731	7317
"TERF1"	4347	1210	1680
"TERF2"	6150	3339	42108
"TERT"	137	384	99
"TESK1"	425	321	242
"TF"	915	303	3363
"TFAM"	6521	3643	6049
"TFAP2A"	0	0	15
"TFAP2B"	0	0	0
"TFAP2C"	0	0	0
"TFAP4"	234	355	354
"TFCP2"	2466	1582	2055
"NR2F1"	0	23	15
"NR2F2"	19	13	13
"TFDP1"	2872	5021	1344
"TFDP2"	3794	4064	7878
"TFE3"	749	687	360
"TFF1"	0	0	0
"TFF2"	0	0	0
"TFF3"	0	339	42
"TFPI"	1688	351	424
"TFR2"	354	240	747
"TFRC"	32338	11674	26985
"TG"	1656	360	1235
"TGFA"	220	697	181
"TGFB1"	528	811	188
"TGFB1I1"	0	53	134
"TGFB2"	0	7	1190
"TGFB3"	619	98	48
"LEFTY2"	0	0	0
"TGFBI"	505	866	676
"TGFBR1"	6881	6226	6931
"TGM4"	0	0	0
"TGFBR2"	9754	25100	6277
"TGFBR3"	1757	438	151
"TGIF1"	2292	1252	2685
"TGM1"	131	89	60
"TGM2"	256	178	427
"TGM3"	0	39	7
"TH"	0	0	0
"THBD"	34	296	34
"THBS1"	781	39648	1554
"THBS2"	0	18	48
"THBS3"	1292	698	786
"THBS4"	0	138	91
"TCHH"	0	3	8
"THOP1"	2758	1943	2595
"THPO"	42	0	0
"THRA"	1520	681	555
"THRB"	58	39	41
"THRSP"	0	0	14
"THY1"	0	66	16
"KLF10"	1392	1629	812
"TIA1"	37142	27886	37153
"TIAL1"	2787	3306	3116
"TIAM1"	424	6220	2346
"TIE1"	186	1579	2397
"TIMP1"	180	400	187
"TIMP2"	566	4620	293
"TIMP3"	78	107	82
"TIMP4"	0	7	49
"NKX2-1"	0	0	0
"TJP1"	38	50	22
"TK1"	336	830	1683
"TK2"	2838	2017	3224
"TKT"	37671	22614	17045
"ICAM5"	25	15	24
"TLE1"	14459	4082	3143
"TLE2"	120	6	0
"TLE3"	1348	705	1130
"TLE4"	4625	5496	4141
"TLL1"	35	0	0
"TLL2"	0	298	190
"TLN1"	18241	26250	18640
"SEC62"	4273	8065	8277
"TLR1"	5740	6201	3910
"TLR2"	1969	6187	1175
"TLR3"	54	24	59
"TLR4"	220	7663	999
"TLR5"	21	408	97
"NR2E1"	0	3	0
"TSPAN7"	8	2879	1555
"TSPAN8"	0	0	2
"TM4SF4"	0	0	0
"TSPAN6"	64	12	28
"TSPAN4"	302	162	257
"GPR137B"	154	210	90
"TM7SF2"	985	222	610
"TRAPPC10"	6717	4999	3822
"TMF1"	12344	6465	6520
"TMOD1"	105	210	416
"TMPO"	41336	40416	63141
"TMPRSS2"	0	0	57
"TMSB4X"	93783	86674	150668
"TMSB4XP1"	83	165	234
"TMSB4XP2"	2	6	5
"TMSB4XP8"	3640	3038	6290
"TMSB4XP4"	20	46	45
"TMSB4XP5"	0	1	0
"TMSB4XP6"	64	37	79
"TMSB4XP7"	0	0	0
"CLDN5"	61	29	13
"CLEC3B"	42	42	86
"TNF"	355	365	153
"TNNC2"	0	5	8
"TNFAIP1"	606	902	1190
"TNFAIP2"	404	4033	727
"TNFAIP3"	20646	3655	14031
"TNFAIP6"	36	1190	103
"TNFRSF1A"	377	2401	1794
